Game_Title,Platform,Release_Date,Meta_Score,User_Score
Elements of War,PC,,49,tbd
Top Gun,PlayStation3,,49,4.4
Knights Contract,Xbox360,,49,5.7
One Piece: Unlimited Cruise SP 2,3DS,,49,7.5
Wheels of Destruction: World Tour,PlayStation3,,49,4.3
Mighty Morphin Power Rangers: Mega Battle,PlayStation4,,49,5.2
Mercenaries 2: World in Flames,PlayStation2,,49,7.2
Crisis on the Planet of the Apes VR,PlayStation4,,49,2.1
Red Goddess: Inner World,PlayStation4,,49,7.1
Over the Hedge,GameBoyAdvance,2006-05-05,49,tbd
Shaq Fu: A Legend Reborn,Switch,,49,6.3
Dungeon Twister,PlayStation3,,49,4.3
Army of Two: The 40th Day,PSP,,49,6.2
Bicycle Casino,Xbox,,49,4.8
The Scorpion King: Rise of the Akkadian,GameCube,,49,5.6
Operation Blockade,PC,2002-05-13,49,6.4
Shadow the Hedgehog,Xbox,,49,5.3
Saints Row: The Third - Genki Bowl VII,Xbox360,,49,5.6
Naruto Shippuden: Ninja Council 4,DS,,49,4.5
Heatseeker,PSP,2007-05-08,49,tbd
Digimon All-Star Rumble,PlayStation3,,49,5.5
Animal Paradise,DS,,49,7.5
Animal Paradise,DS,,49,7.5
Nitrobike,Wii,,49,7.1
Ninja Reflex,Wii,,49,5.9
Pokemon Rumble U,WiiU,,49,5.2
Asphalt: Injection,PlayStationVita,,49,5.0
Carnival Games for Nintendo Switch,Switch,,49,4.0
Lucha Libre AAA Heroes del Ring,Xbox360,,49,6.9
Eragon,Xbox,,49,tbd
Dungeons & Dragons: Daggerdale,PC,2011-05-25,49,3.5
Pac-Man and the Ghostly Adventures,Xbox360,,49,5.1
Toxic Grind,Xbox,,49,tbd
Stunt GP,PlayStation2,,49,8.4
Beyblade: Evolution,3DS,,49,5.8
Yu-Gi-Oh! GX: The Beginning of Destiny,PlayStation2,,49,8.2
Over G Fighters,Xbox360,,49,6.2
Homefront: The Revolution,XboxOne,2016-05-17,49,4.4
Blue Estate,PlayStation4,,49,6.0
Just Dance,Wii,,49,7.9
Dragon Ball Z for Kinect,Xbox360,,49,2.2
Rugby 20,PlayStation4,,49,3.8
Fallout 76,XboxOne,,49,3.2
De-formers,XboxOne,,49,tbd
Space Invaders Revolution,DS,,49,5.2
Pro Cast Sports Fishing,Xbox,,49,tbd
RTX Red Rock,PlayStation2,,49,4.8
NCAA Final Four 2001,PlayStation2,,49,tbd
Red Faction: Battlegrounds,PlayStation3,,49,5.0
Super Rub a Dub,PlayStation3,2007-05-02,49,7.2
LA Cops,XboxOne,,49,6.4
Vane,PlayStation4,,49,5.4
Namco Museum Remix,Wii,,49,7.4
One Piece: Pirates' Carnival,GameCube,,49,6.0
Corpse of Discovery,PC,,49,2.0
Warriors of Might and Magic,PlayStation2,,49,5.8
Supremacy MMA,Xbox360,,49,6.2
Canvaleon,WiiU,,49,5.9
LIGHT (2014),PC,,49,5.1
Fist of the North Star: Ken's Rage 2,PlayStation3,,49,7.6
Dynasty Warriors: Gundam 2,Xbox360,,49,6.6
Garshasp: The Monster Slayer,PC,2011-05-09,49,5.9
The Dukes of Hazzard: Return of the General Lee,Xbox,,49,7.0
Pirates of the Caribbean: The Legend of Jack Sparrow,PC,,49,5.1
Blade II,PlayStation2,,49,6.4
Shrek,Xbox,,49,4.6
RC Revenge Pro,PlayStation2,,49,7.6
The Amazing Spider-Man 2,PlayStation4,,49,5.1
Dragon Ball Z: Sagas,PlayStation2,,49,5.9
Madden NFL Football,3DS,,49,5.3
Immortal: Unchained,PlayStation4,,49,6.2
Theatre of War 3: Korea,PC,,49,5.5
Deca Sports 2,Wii,,49,tbd
Milanoir,PlayStation4,2018-05-31,49,tbd
Bad Bots,PC,2013-05-17,49,4.5
World Championship Poker: Featuring Howard Lederer - All In,Xbox360,,49,tbd
Iron Sky: Invasion,PC,,49,5.9
Castlevania Judgment,Wii,,49,5.9
Calling,Wii,,49,7.1
The Legend of Korra,XboxOne,,49,6.5
Iron Man 2,PSP,2010-05-03,49,5.0
Pirates of the Caribbean: The Curse of the Black Pearl,GameBoyAdvance,,49,6.8
RollerCoaster Tycoon 2: Wacky Worlds,PC,2003-05-08,49,5.4
ShadowFlare,PC,,49,6.9
Platoon: The 1st Airborne Cavalry Division in Vietnam,PC,,49,6.4
Evil Dead: Hail to the King,Dreamcast,,49,7.6
Ghost Rider,PSP,,49,5.4
Toy Story Mania!,Wii,,49,6.3
Ace of Spades,PC,,49,5.2
Puzzle Arcade,Xbox360,,49,7.7
NFL Tour,Xbox360,,49,3.1
Whirlwind Over Vietnam,PC,,49,3.0
Terminator Salvation,PC,2009-05-19,49,4.7
Fuzion Frenzy 2,Xbox360,,49,5.4
Twin Sector,PC,,49,5.8
Duke Nukem Forever,Xbox360,,49,4.5
Star Trek: Conquest,Wii,,49,5.1
Nickelodeon Kart Racers,XboxOne,,49,6.2
Spitfire Heroes: Tales of the Royal Air Force,DS,,49,tbd
Double Dragon IV,PlayStation4,,49,6.1
MagNets: Fully Charged,XboxOne,,49,4.1
Shrek-N-Roll,Xbox360,,49,7.0
Damage Inc.: Pacific Squadron WWII,Xbox360,,49,5.5
Dollar Dash,Xbox360,,49,4.5
Zombie Wranglers,Xbox360,2009-05-06,49,7.0
Get On Da Mic,PlayStation2,,49,6.3
Bust-A-Move Universe,3DS,,49,4.8
Aliens vs. Predator: Requiem,PSP,,49,5.9
Moto Racer 4,PlayStation4,,49,4.5
Cannon Fodder 3,PC,,49,5.8
Domino Master,Xbox360,,49,tbd
Mega Brain Boost,DS,,48,tbd
Carnival Games,DS,,48,3.3
Tortuga - Two Treasures,PC,,48,2.7
Disney Bolt,DS,,48,tbd
Homefront: The Revolution,PlayStation4,2016-05-17,48,4.1
Top Gun,DS,2006-05-03,48,tbd
Frank Herbert's Dune,PC,,48,4.5
Ephemeral Fantasia,PlayStation2,,48,7.2
Mighty No. 9,WiiU,,48,4.4
Dragon Ball Z: Sagas,GameCube,,48,6.8
Astonishia Story,PSP,,48,5.6
Terminator Salvation,Xbox360,2009-05-19,48,4.9
Paranautical Activity,XboxOne,,48,3.8
Malice,Xbox,,48,7.0
Murakumo: Renegade Mech Pursuit,Xbox,,48,7.5
Lux-Pain,DS,,48,6.2
CSI: Crime Scene Investigation: Hard Evidence,Xbox360,,48,5.3
Ford Bold Moves Street Racing,PC,,48,4.4
Blood Alloy: Reborn,PC,,48,tbd
Fire Pro Wrestling,Xbox360,,48,3.4
Lucius II,PC,,48,3.2
LocoCycle,XboxOne,,48,4.1
Morphies Law,Switch,,48,5.6
Battle Assault 3 featuring Gundam Seed,PlayStation2,,48,7.9
Zathura,Xbox,,48,5.5
Those Who Remain,PC,2020-05-28,48,5.2
ChoroQ,PlayStation2,,48,8.1
James Cameron's Dark Angel,PlayStation2,,48,6.5
Valhalla Knights 3,PlayStationVita,,48,6.9
Vietcong: Purple Haze,PlayStation2,,48,4.3
Bush Hockey League,PC,,48,4.3
Le Tour de France 2013 - 100th Edition,PlayStation3,,48,5.3
WinBack 2: Project Poseidon,PlayStation2,,48,tbd
Sherlock Holmes and the Mystery of Osborne House,DS,,48,tbd
Astro Boy: The Video Game,Wii,,48,3.4
Aliens: Colonial Marines,Xbox360,,48,3.9
FlingSmash,Wii,,48,7.7
DICE: DNA Integrated Cybernetic Enterprises,PlayStation2,,48,tbd
Stormrise,Xbox360,,48,6.6
Otomedius Excellent,Xbox360,,48,7.9
Alien Syndrome,Wii,,48,7.2
Element Space,PlayStation4,,48,tbd
Red Bull BC One,DS,,48,5.3
Cabela's Alaskan Adventures,Xbox360,,48,5.9
Digimon World 4,PlayStation2,,48,6.4
Spyro: Enter the Dragonfly,GameCube,,48,5.2
Carmageddon 3: TDR 2000,PC,,48,7.1
Regular Show: Mordecai and Rigby in 8-Bit Land,3DS,,48,6.9
Brave: A Warrior's Tale,Wii,,48,4.6
SpongeBob Squarepants: The Yellow Avenger,PSP,,48,5.1
MX Vs ATV: Supercross,Xbox360,,48,4.8
Dogz,GameBoyAdvance,,48,6.3
Freestyle Street Soccer,GameCube,,48,8.0
Paradise Cracked,PC,,48,7.8
Dragon Ball Z: Infinite World,PlayStation2,,48,8.0
Delta Force - Black Hawk Down: Team Sabre,PlayStation2,,48,7.7
Eragon,Xbox360,,48,5.7
The Dark Eye : Book of Heroes,PC,,48,2.0
A Bastard's Tale,PlayStation4,,48,5.5
IRONFALL Invasion,3DS,,48,5.7
Harry Potter and the Half-Blood Prince,DS,,48,4.8
Daylight,PlayStation4,,48,4.7
Past Cure,PC,,48,6.6
The Fight: Lights Out,PlayStation3,,48,8.1
Monster 4x4: Masters of Metal,PlayStation2,,48,8.3
"Crouching Tiger, Hidden Dragon",PlayStation2,,48,4.5
Crazy Taxi: Catch a Ride,GameBoyAdvance,,48,5.5
Legend of the North: Konung,PC,,48,6.0
Army Men: Sarge's Heroes 2,PlayStation,,48,6.9
Gravity Badgers,WiiU,2014-05-29,48,tbd
The Muppets: Movie Adventures,PlayStationVita,,48,6.7
Stolen,PC,,48,6.7
Resident Evil: Operation Raccoon City,PC,2012-05-18,48,4.2
The Secrets of Atlantis,PC,2007-05-29,48,3.1
SNK vs. Capcom Card Fighters DS,DS,,48,5.3
MLB 2K13,Xbox360,,48,3.5
Pro Cycling Manager Season 2008: Le Tour de France,PC,,48,7.0
The Guy Game,PlayStation2,,48,6.9
SeaBlade,Xbox,,48,tbd
Freestyle Motocross: McGrath Vs. Pastrana,PlayStation,,48,tbd
Rock of the Dead,Xbox360,,48,4.8
Alex Rider: Stormbreaker,DS,,48,6.0
Sonic Adventure,Xbox360,,48,7.5
Summer Athletics: The Ultimate Challenge,Xbox360,,48,tbd
Out of Ammo,PlayStation4,,48,7.3
Syberia 3,PlayStation4,,48,6.0
Star Wars The Clone Wars: Republic Heroes,Wii,,48,5.3
Michael Phelps: Push the Limit,Xbox360,,48,4.1
Disney's Hide and Sneak,GameCube,,48,tbd
Midway's Greatest Arcade Hits,GameBoyAdvance,,48,tbd
Real War,PC,,48,6.3
Amazons & Aliens,PC,,48,5.2
World Series Baseball 2K1,Dreamcast,,48,7.2
Deadliest Catch: Sea of Chaos,PlayStation3,,48,tbd
Sprung,DS,,48,5.8
Mass Effect: Pinnacle Station,Xbox360,,48,4.0
Driver: Renegade,3DS,,48,5.2
Beat Down: Fists of Vengeance,PlayStation2,,48,8.0
Grotesque Tactics 2: Dungeons & Donuts,PC,,48,6.5
Vaccine,XboxOne,,48,tbd
Special Forces: Team X,PC,,48,6.9
Teenage Mutant Ninja Turtles 2: Battle Nexus,Xbox,,48,6.3
Strike Force Bowling,PlayStation2,2004-05-10,48,6.8
Pearl Harbor: Defend the Fleet,PC,2001-05-15,48,4.2
Power Spike Pro Beach Volleyball,PlayStation,,48,tbd
Call of Juarez: The Cartel,Xbox360,,47,5.7
Indianapolis 500 Legends,Wii,,47,6.7
Deep Black: Episode 1,Xbox360,,47,5.4
Frogger: Ancient Shadow,Xbox,,47,tbd
PDC World Championship Darts 2008,PlayStation2,,47,tbd
Fantastic Four: Rise of the Silver Surfer,PlayStation3,,47,5.6
Devil's Hunt,PC,,47,5.8
Hexodius,PC,,47,5.7
G.I. Joe: The Rise of Cobra,DS,,47,7.5
Mahjong Tales: Ancient Wisdom,PlayStation3,,47,7.1
Cocoro: Line Defender,3DS,,47,tbd
Dreamkiller,PC,,47,5.4
My Pokemon Ranch,Wii,,47,5.2
The Guy Game,Xbox,,47,6.0
Smashing Drive,GameCube,,47,5.2
MTV Sports: T.J. Lavin's Ultimate BMX,PlayStation,,47,tbd
Alone in the Dark,PlayStation2,,47,4.9
Legendary,Xbox360,,47,7.0
Tom Clancy's HAWX 2,Wii,,47,8.5
Solarix,PC,,47,4.1
Saw II: Flesh & Blood,Xbox360,,47,5.3
The Ant Bully,PC,,47,3.4
Catwoman,GameCube,,47,6.0
Pac-Man Fever,PlayStation2,,47,5.5
Monster Jam: Maximum Destruction,PlayStation2,,47,6.2
The Weakest Link,PC,,47,tbd
Hellboy: The Science of Evil,PlayStation3,,47,5.5
MLB Front Office Manager,Xbox360,,47,4.6
World Racing 2,Xbox,,47,tbd
What's Cooking with Jamie Oliver,DS,,47,tbd
Jake Hunter: Detective Chronicles,DS,,47,tbd
Tony Hawk Ride,Wii,,47,4.5
Submerged,PC,,47,5.0
Venetica,PlayStation3,,47,6.8
Rebels: Prison Escape,PC,,47,tbd
Loons - The Fight for Fame,Xbox,,47,2.3
The Scorpion King: Rise of the Akkadian,PlayStation2,,47,7.2
Ice Age,GameBoyAdvance,,47,5.8
Decay of Logos,PlayStation4,,47,4.9
Mage Knight: Apocalypse,PC,,47,5.7
Iron Man,PlayStation2,2008-05-02,47,5.6
Herbie: Fully Loaded,GameBoyAdvance,,47,7.5
Extinction,PlayStation4,,47,1.5
Stronghold 3,PC,,47,3.0
Risen 2: Dark Waters,PlayStation3,,47,4.8
Rush'N Attack Ex-Patriot,PlayStation3,,47,7.8
Supremacy MMA,PlayStation3,,47,5.6
Naughty Bear: Panic in Paradise,Xbox360,,47,8.1
Predator: Concrete Jungle,PlayStation2,,47,8.7
Terminator: Resistance,PlayStation4,,47,7.3
Wing Island,Wii,,47,4.9
Monster Jam Steel Titans,XboxOne,,47,4.0
Soul Axiom,PlayStation4,,47,4.8
Hole in the Wall,Xbox360,,47,3.9
Monsters vs. Aliens,DS,,47,tbd
Death Jr. and the Science Fair of Doom,DS,2007-05-22,47,7.6
"Warhammer 40,000: Fire Warrior",PC,,47,6.9
Monster 4X4: World Circuit,Xbox,,47,tbd
Red Ninja: End of Honor,PlayStation2,,47,5.5
Tactical Intervention,PC,,47,5.9
Bee Simulator,PlayStation4,,47,7.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,PlayStation2,,47,6.7
Championship Surfer,PC,,47,tbd
Thunderbirds,GameBoyAdvance,,47,tbd
The Punisher: No Mercy,PlayStation3,,47,6.2
One Piece: Pirates' Carnival,PlayStation2,,47,tbd
50 Cent: Bulletproof,PlayStation2,,47,6.5
HomeTown Story,3DS,,47,6.0
Thief of Thieves: Season One,Switch,,47,tbd
Sonic Free Riders,Xbox360,,47,2.3
Looney Tunes: Back in Action,GameBoyAdvance,,47,5.5
Conflict Zone,PlayStation2,,47,7.4
Spectral Souls: Resurrection of the Ethereal Empires,PSP,,47,7.9
Blood Drive,PlayStation3,,47,7.4
Agony,PC,2018-05-29,47,4.2
Transformers: Rise of the Dark Spark,XboxOne,,47,5.0
Paranoia: Happiness is Mandatory,PC,,47,6.4
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,Xbox360,,47,4.1
Prison Break: The Conspiracy,PC,,47,6.1
Flip's Twisted World,Wii,,47,tbd
Scribblenauts Showdown,Switch,,47,4.5
PONG Quest,Switch,2020-05-07,47,tbd
RUNE II: Decapitation Edition,PC,,47,5.0
Lego Star Wars II: The Original Trilogy,DS,,47,5.2
X-Men: Destiny,Xbox360,,47,5.0
Cities XXL,PC,,47,1.7
Scramble,Xbox360,,47,7.7
Tetris Worlds,GameCube,,47,4.4
Coast Guard,PC,,47,3.8
Sonic Boom: Shattered Crystal,3DS,,47,6.0
Bellator: MMA Onslaught,Xbox360,,47,6.4
Rainbow Islands Evolution,PSP,,47,tbd
SingStar: Ultimate Party,PlayStation4,,47,4.8
Tempest,Xbox360,,47,4.5
Transformers: The Game,PSP,,47,6.0
James Cameron's Dark Angel,Xbox,,47,8.3
And 1 Streetball,Xbox,,46,7.5
Star Wars The Clone Wars: Republic Heroes,PC,,46,4.7
Dungeons & Dragons: Daggerdale,Xbox360,2011-05-25,46,5.0
Major Minor's Majestic March,Wii,,46,tbd
101-in-1 Explosive Megamix,DS,,46,tbd
Red Ninja: End of Honor,Xbox,,46,4.6
Pokemon Dash,DS,,46,5.3
League of War: VR Arena,PlayStation4,,46,5.0
Zoids Assault,Xbox360,,46,7.6
The Amazing Spider-Man 2,XboxOne,,46,4.8
Starship Troopers,PC,,46,6.0
Summer Sports: Paradise Island,Wii,,46,4.6
Harvest Moon 3D: The Lost Valley,3DS,,46,4.1
My Street,PlayStation2,,46,3.6
Fish Tycoon,DS,,46,7.0
Cooking Mama: Cookstar,Switch,,46,7.0
Raid: World War II,XboxOne,,46,5.6
NightCry,PC,,46,3.0
Shadow Assault -Tenchu-,Xbox360,,46,5.6
Nightcaster II: Equinox,Xbox,,46,5.6
Sega Classics Collection,PlayStation2,,46,6.8
The History Channel: Great Battles of Rome,PC,,46,3.2
Elite Warriors: Vietnam,PC,,46,5.8
Tony Hawk Ride,Xbox360,,46,3.0
Desert Child,Switch,,46,6.7
Spectral Force Genesis,DS,,46,7.0
GTI Club Supermini Festa!,Wii,,46,5.8
BeachHead 2000,PC,,46,6.6
WWII Tank Commander,PC,,46,4.5
Carrier Command: Gaea Mission,Xbox360,,46,6.3
Arcade Sports,Wii,,46,tbd
Freedom Wings,DS,,46,7.7
Coffin Dodgers,XboxOne,2016-05-06,46,3.7
Primal Carnage: Extinction,PlayStation4,,46,6.1
Gravitronix,Wii,,46,5.0
Tokyo Xtreme Racer DRIFT 2,PlayStation2,,46,8.7
Bus Simulator 16,PC,,46,5.9
Kakuto Chojin,Xbox,,46,6.6
The Mummy,PC,,46,6.0
RayStorm HD,Xbox360,2010-05-05,46,7.3
Inmates,PC,,46,7.5
Alien Rage,Xbox360,,46,7.6
The Incredible Hulk,Wii,,46,6.0
Arc of Alchemist,PlayStation4,,46,3.5
Predator: Concrete Jungle,Xbox,,46,7.7
Rampage: Total Destruction,Wii,,46,5.6
Catwoman,PlayStation2,,46,7.1
Disney's PK: Out of the Shadows,GameCube,,46,7.0
Army Men: Sarge's Heroes 2,Nintendo64,,46,6.9
Samurai Shodown Sen,Xbox360,,46,5.2
Happy Feet,Wii,,46,6.7
.detuned,PlayStation3,,46,3.7
Le Tour de France,Xbox360,,46,8.0
One Piece: Unlimited Cruise SP,3DS,,46,7.0
Lowrider,PlayStation2,,46,8.4
Death Crimson OX,Dreamcast,,46,5.1
B-17 Gunner: Air War Over Germany,PC,2001-05-20,46,tbd
Raid: World War II,PlayStation4,,46,3.7
Zenith,PlayStation4,,46,6.6
The Golden Compass,PlayStation2,,46,5.3
Fear Effect Sedna,XboxOne,,46,3.7
AereA,PlayStation4,,46,4.4
R-Type III: The Third Lightning,GameBoyAdvance,,46,tbd
Gladiators of Rome,PC,,46,4.9
Woody Woodpecker Racing,PC,,46,tbd
Pure Futbol,PlayStation3,,46,7.3
Operation Darkness,Xbox360,,46,6.8
ARK Park,PlayStation4,,46,4.6
World Series of Poker,PlayStation2,,46,8.2
Sonic the Hedgehog,Xbox360,,46,4.9
Soulblight,Switch,,46,tbd
Catwoman (2004),PC,,46,3.5
Surfing H3O,PlayStation2,,46,3.6
Winter Stars,Xbox360,,46,6.5
Donkey Kong: Barrel Blast,Wii,,46,7.0
Attack on Titan: Humanity in Chains,3DS,2015-05-12,46,4.5
Inuyasha: Secret of the Divine Jewel,DS,,46,7.6
Squad Leader,PC,,46,tbd
Backyard Wrestling 2: There Goes the Neighborhood,PlayStation2,,46,4.7
Make War,Switch,,46,tbd
Tom Clancy's Ghost Recon,Wii,,46,6.0
Animal Crossing: amiibo Festival,WiiU,,46,4.1
Verdun,XboxOne,,46,5.3
Starpoint Gemini,PC,,46,8.2
Dungeon Lords,PC,2005-05-05,45,5.0
Saw II: Flesh & Blood,PlayStation3,,45,6.1
Mobile Suit Gundam Seed: Never Ending Tomorrow,PlayStation2,,45,8.0
Crime Stories: From the Files of Martin Mystere,PC,,45,4.7
Tank! Tank! Tank!,WiiU,,45,5.7
Impire,PC,,45,5.4
Without Warning,PlayStation2,,45,5.8
Unlimited Saga,PlayStation2,,45,3.6
Arctic Thunder,PlayStation2,,45,5.0
Spartacus Legends,Xbox360,,45,5.3
Madagascar 3: The Video Game,Xbox360,,45,5.2
Tennis World Tour,PlayStation4,2018-05-22,45,3.1
Without Warning,Xbox,,45,2.0
Wacky World of Sports,Wii,,45,tbd
NCAA Final Four 2004,PlayStation2,,45,tbd
Swashbucklers: Blue vs. Grey,PlayStation2,,45,4.8
Tournament of Legends,Wii,,45,6.9
Star Trek The Video Game,PlayStation3,,45,2.1
Top Gear RPM Tuning,Xbox,,45,7.5
Mushroom Men: Rise of the Fungi,DS,,45,6.1
Iron Man,Xbox360,2008-05-02,45,5.8
War World,Xbox360,,45,7.7
Ugly Americans: Apocalypsegeddon,Xbox360,,45,6.4
Sniper: Ghost Warrior,Xbox360,,45,5.8
Yet Another Zombie Defense HD,XboxOne,,45,4.5
Deus Ex: The Fall,PC,,45,3.0
Ghostbusters: Sanctum of Slime,Xbox360,,45,3.4
NFL Tour,PlayStation3,,45,tbd
LA Cops,PC,,45,6.1
Interpol: The Trail of Dr. Chaos,Xbox360,,45,3.0
Rock of the Dead,PlayStation3,,45,tbd
CSI: Crime Scene Investigation,Xbox,,45,7.3
Bubsy: The Woolies Strike Back,PlayStation4,,45,5.8
Soldier of Fortune: Payback,PC,,45,4.8
The Cursed Crusade,PlayStation3,,45,5.0
Hysteria Hospital: Emergency Ward,DS,,45,tbd
7 Days to Die,PlayStation4,,45,5.7
Stronghold: Crusader Extreme,PC,,45,6.6
The Ant Bully,Wii,,45,8.0
Golden Axe: Beast Rider,Xbox360,,45,5.8
D1 Professional Drift Grand Prix Series,PlayStation2,,45,7.4
Reservoir Dogs: Bloody Days,PC,2017-05-18,45,5.7
Maize,PlayStation4,,45,tbd
The Huntsman: Winter's Curse,PlayStation4,,45,tbd
Red Bull X-Fighters,Xbox360,,45,tbd
Football Mogul 2007,PC,,45,6.0
Brothers in Arms: Double Time,Wii,,45,6.6
Major League Eating: The Game,Wii,,45,5.0
WWE 2K20,XboxOne,,45,1.1
PDC World Championship Darts 2009,DS,,45,tbd
N3II: Ninety-Nine Nights,Xbox360,,45,7.0
Heaven & Hell (2003),PC,,45,7.0
007 Legends,Xbox360,,45,4.5
Stop Stress: A Day of Fury,Wii,,45,3.3
Racquet Sports,PlayStation3,,45,4.3
Napoleon Dynamite: The Game,DS,,45,7.3
NPPL Championship Paintball 2009,PlayStation3,,45,6.7
Splat Renegade Paintball,PC,,45,7.1
Narcos: Rise of the Cartels,PC,,45,2.7
Project Root,PlayStation4,,45,5.6
Fantastic Four: Rise of the Silver Surfer,Xbox360,,45,5.4
Supercar Street Challenge,PC,,45,4.4
Aliens: Colonial Marines,PC,,45,3.5
Made Man: Confessions of the Family Blood,PlayStation2,,45,tbd
Fighting Fantasy: The Warlock of Firetop Mountain,DS,,45,8.1
Call of Juarez: The Cartel,PlayStation3,,45,5.3
Dead Horde,PC,,45,4.9
Mr. Driller Online,Xbox360,,45,6.3
Infinity Runner,PlayStation4,,45,5.5
Grooverider Slot Car Thunder,Xbox,,45,6.8
Generation Zero,PlayStation4,,45,5.9
Hard Truck: Apocalypse,PC,,45,8.5
Hard Rock Casino,PlayStation2,,45,tbd
Hyperdimension Neptunia,PlayStation3,,45,6.6
Bravo Team,PlayStation4,,45,4.6
Rodea the Sky Soldier,3DS,,45,5.7
Smart Bomb,PSP,2005-05-10,45,6.2
Catwoman,Xbox,,45,4.6
Earthworm Jim 2,GameBoyAdvance,2002-05-31,45,6.0
Shadow the Hedgehog,PlayStation2,,45,5.8
Crash: Mind Over Mutant,DS,,45,5.4
Battlestar Galactica,PC,,45,tbd
Rodea the Sky Soldier,WiiU,,45,6.4
Warriors: Legends of Troy,PlayStation3,,44,7.3
Ford Bold Moves Street Racing,Xbox,,44,tbd
Darkest of Days,Xbox360,,44,4.9
The Scourge Project: Episodes 1 and 2,PC,,44,4.4
Sword of the Stars II: Lords of Winter,PC,,44,4.7
Zoo Tycoon DS,DS,,44,6.6
Watchmen: The End Is Nigh Part 2,PC,,44,5.4
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation4,2016-05-24,44,5.5
Dinotopia: The Sunstone Odyssey,Xbox,,44,tbd
Superman: The Man of Steel,Xbox,,44,5.4
ESPN National Hockey Night,PlayStation2,,44,tbd
Watchmen: The End Is Nigh Part 2,Xbox360,,44,6.4
Hummer Badlands,Xbox,,44,6.0
TMNT: Mutant Melee,GameCube,,44,6.8
Last Rebellion,PlayStation3,,44,4.6
Chronovolt,PlayStationVita,,44,3.2
Dead Island: Ryder White,Xbox360,,44,6.2
The Mummy Returns,PlayStation2,,44,7.0
State of Emergency 2,PlayStation2,,44,6.0
AeternoBlade II,Switch,,44,4.6
Fimbul,Switch,,44,tbd
Golden Axe: Beast Rider,PlayStation3,,44,5.5
MotoGP 08,Wii,,44,5.4
Hard Rock Casino,PSP,,44,tbd
Bubsy: The Woolies Strike Back,PC,,44,5.4
"Harry Potter and the Deathly Hallows, Part 2",Xbox360,,44,4.9
Swashbucklers: Blue vs. Grey,PC,,44,3.8
Discs of Tron,Xbox360,,44,6.7
Splat Renegade Paintball,Xbox,,44,tbd
Big Mutha Truckers 2,PC,,44,2.8
Warriors Orochi 2,Xbox360,,44,8.1
Big Beach Sports,Wii,,44,8.0
The Sacred Rings,PC,,44,tbd
Transformers: Rise of the Dark Spark,Xbox360,,44,5.6
Tetris Worlds,PlayStation2,,44,6.2
NFL QB Club 2001,Dreamcast,,44,tbd
Q*bert: Rebooted,PlayStation4,,44,4.9
Risen 3: Titan Lords,Xbox360,,44,4.7
Army Men: Sarge's War,Xbox,,44,tbd
Pac-Man World 3,DS,,44,7.8
Combat of Giants: Dinosaurs 3D,3DS,,44,5.3
Husk,PC,,44,4.0
Naughty Bear: Panic in Paradise,PlayStation3,,44,7.5
Johnny Kung Fu,3DS,,44,4.9
FunTown Mahjong,Xbox360,,44,tbd
Crash Time: Autobahn Pursuit,Xbox360,,44,6.9
Godzilla: Unleashed,Wii,,44,7.3
Beowulf: The Game,PC,,44,5.0
NeverEnd (2006),PC,,44,4.8
Jonny Moseley Mad Trix,PlayStation2,,44,5.7
Street Trace: NYC,Xbox360,,44,6.6
Tom Clancy's Ghost Recon Advanced Warfighter,PlayStation2,,44,4.4
Harmonix Music VR,PlayStation4,,44,6.3
Cops 2170: The Power of Law,PC,,44,7.9
C.O.R.E.,DS,,44,6.9
Oddworld: Munch's Oddysee,GameBoyAdvance,,44,2.9
Dragonriders: Chronicles of Pern,PC,,44,5.8
Iron Man,PSP,2008-05-02,44,6.4
Yu-Gi-Oh! The Falsebound Kingdom,GameCube,,44,7.4
Mike Tyson Boxing,GameBoyAdvance,,44,tbd
Mike Tyson Boxing,PlayStation,,44,tbd
TotemBall,Xbox360,,44,3.0
Hellboy: The Science of Evil,Xbox360,,44,5.7
Vaccine,Switch,,44,4.2
Cortex Command,PC,,44,7.2
NPPL Championship Paintball 2009,Xbox360,,44,6.6
Iron Man,Wii,2008-05-02,44,6.8
Black Stone: Magic & Steel,Xbox,,44,7.1
Ridge Racer,PlayStationVita,,44,3.9
Battleship,PlayStation3,2012-05-15,44,2.8
SunAge,PC,,44,7.5
Submersed,PlayStation4,,44,4.6
Mindjack,PlayStation3,,44,1.9
Waking,PC,,44,2.7
Infinity Runner,XboxOne,,44,6.3
Tony Hawk Ride,PlayStation3,,44,2.0
Combat: Task Force 121,Xbox,,44,7.3
Empire of Magic,PC,,44,tbd
Evolution Skateboarding,PlayStation2,,44,7.4
Salt Lake 2002,PC,,44,tbd
Calvino Noir,PlayStation4,,44,7.1
Tornado,DS,,44,tbd
Gothic 3: Forsaken Gods,PC,,44,3.2
MilitAnt,PlayStation4,,44,5.4
Pirates vs Ninjas Dodgeball,Xbox360,,44,6.6
Buffy the Vampire Slayer: Wrath of the Darkhul King,GameBoyAdvance,,44,8.8
Metal Dungeon,Xbox,,44,6.0
Jurassic Park III: The DNA Factor,GameBoyAdvance,,44,5.4
Bombshell (2016),PC,,43,3.8
Enemy Front,PlayStation3,,43,5.8
